deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
640.0,,The Scornful Lady,,1661,1651 [1661?],1610.0,1610 [1610-1616],1616,Single-Play Playbook,Indoor,334g,b1608,,8,8,,Q8,8 quartos,32,,,,,,Yes,,,,Yes,,"Mar 19, 1616: Entered to Miles Partrich: ""A plaie called The scornefull ladie written by ffra. Beaumont & Io fflecher.""<br />May 8, 1617: Transferred from Miles Partrich to Thomas Jones (2): ""A play Called The Scornefull Lady by m<sup>r</sup> Beamont and m<sup>r</sup> fflesher"".<br />Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""The scornefull Lady"".<br />Jul 28, 1641: Transferred from Augustine Mathewes to John Raworth: ""The Scornefull Lady a play"".<br />Mar 4, 1647: Transferred from Ruth Raworth (widow of John Raworth) to Humphrey Moseley: ""The Scornefull Lady.""",Quarto,"This was probably a pirated edition issued by Francis Kirkman and printed by Thomas Johnson; see Johan Gerritsen, ""The Dramatic Piracies of 1661,"" <i>Studies in Bibliography</i> 11 (1958): 117-31. We have retained it in DEEP because it may have appeared prior to the end of 1660. Lucy Munro dates the first production to c.1610 (<i>Children of the Queen's Revels: A Jacobean Theatre Repertory</i>, 176); <i>Annals</i> dates it to 1613 [1613-1616].",THE SCORNFULL LADY. A COMEDY.,<i>Written by</i> { F<small>RANCIS</small> B<small>EAUMONT</small>. | AND | J<small>OHN</small> F<small>LETCHER</small>. } <i>Gentlemen</I>.,"As it was Acted (with Great Applause) by the  late K<small>INGS</small> M<small>A</small>j<small>ESTIES</small> S<small>ERVANTS</small>, at the <i>Black-Fryers</i>.",,"The sixt Edition, Corrected and Amended. <i>LONDON</I>, Printed for <i>Humphrey  Moseley</i>, and are to be sold at his Shop at the <i>Princes  Armes</i> in St. <i>Pauls</i> Church-yard, 1651.",,,,,,,,,"""The Actors"" [A2r]",,,The scornful lady a comedy as it was acted with great applause by the late king's majesty's servants at the blackfriars written by Francis Beaumont and John Fletcher gentlemen The sixth edition corrected and amended London printed for Humphrey Moseley and are to be sold at his shop at the Prince's arms in St. Paul's Churchyard 1651,Adult Professional,"Beaumont, Francis; Fletcher, John",Comedy,,"Johnson, Thomas (?)","Kirkman, Francis (?)",King's Men,Children of the Queen's Revels,,A.2 (Paul's Churchyard - Great North Door)
643.0,,"Englishmen for My Money, or A Woman Will Have Her Will",,1626,1626,1598.0,"1598 [Feb 18-May 9, payment]",1616,Single-Play Playbook,None,336b,12932,,2,2,,Q2,3 quartos,40,,,,,,Yes,,,,,,"Aug 3, 1601: Entered to William White: ""A Comedy of. A woman Will haue her Will"".",Quarto,,"ENGLISH-MEN For my Money: OR A pleasant Comedy <i>Called</i>,  A Woman will haue her Will.",,As it hath beene diuers times Acted <i>with great applause</i>.,,"LONDON, Printed by <i>I. N.</i> and are to be sold  by <i>Hugh  Perry</i> at his Shop in Brittaines Bursse at the signe of the  Harrow. 1626.",,,,,,,,,"""The Actors names"" [A1v]",,,Englishmen for my money or a pleasant comedy called a woman will have her will as it hath been divers times acted with great applause London printed by J.N. and are to be sold by Hugh Perry at his shop in Britain's Burse at the sign of the Harrow 1626,Adult Professional,"Haughton, William",Comedy,"Perry, Hugh","Norton, John (2)",,,Admiral's (Nottingham's) Men,,X.10 (Westminster - Britain's Burse)
644.0,,"Englishmen for My Money, or A Woman Will Have Her Will",,1631,1631,1598.0,"1598 [Feb 18-May 9, payment]",1616,Single-Play Playbook,None,336c,12933,,3,3,,Q3,3 quartos,40,,,,,,Yes,,,,,,"Aug 3, 1601: Entered to William White: ""A Comedy of. A woman Will haue her Will"".",Quarto,,"A Pleasant COMEDIE CALLED, <i>A Woman will haue her Will.</i>",,As it hath beene diverse times Acted <i>with great  applause</i>.,,"<i>LONDON</i>, Printed by <i>A. M.</i> and are to be sold  by <i>Richard  Thrale</i>, at the Crosse-Keyes in Paules-Church-yard, neere  Cheape-side. 1631.",,,,,,,,,"""The Actors names"" [A1v]",,,A pleasant comedy called a woman will have her will as it hath been divers times acted with great applause London printed by A.M. and are to be sold by Richard Thrale at the cross keys in Paul's Churchyard near Cheapside 1631,Adult Professional,"Haughton, William",Comedy,"Thrale, Richard","Mathewes, Augustine",,,Admiral's (Nottingham's) Men,,A.5 (Paul's Churchyard - Cheap Gate Area)
646.0,,The Honest Lawyer,,1616,1616,1615.0,1615 [c.1614-1615],1616,Single-Play Playbook,None,337a(†),21519a,,1,1,"The title page exists in two states: Greg 337a(*) spells the publisher’s name ""Woodroffe""; Greg 337a(†) spells it ""Woodruffe."" See also Greg ",Q1,1 quarto,40,,,,,,,,,Yes,,,"Aug 14, 1615: Entered to Richard Redmer: ""A play called The Honest Lawyer"".<br />Undated: Transferred from Richard Redmer to Richard Woodroffe.<br />Jan 11, 1623: Transferred from Richard Woodroffe to Timothy Barlow: ""the play called The honest lawyer.""",Quarto,,THE HONEST Lawyer.,WRITTEN <i>By</i> S. S.,ACTED <i>BY The QVEENES Maiesties</i> SERVANTS.,"[in single column] —————<i>leuis esse videtur</i> | <i>Fabula, quæ posci vult, & spectata  reponi.</i>","L<small>ONDON</small>, Printed by <i>George Purslowe</i> for <i>Richard Woodruffe</i>, and are to be sold at  the great North-dore of Paules, at the <i>signe of the guilded Key</i>. 1616.",,,,,,,,,,,,The honest lawyer acted by the queen's majesty's servants written by S.S. levis esse videtur fabula quae posci vult et spectata reponi London printed by George Purslowe for Richard Woodroffe and are to be sold at the great north door of Paul's at the sign of the gilded key 1616,Adult Professional,"S., S.",Comedy,,"Purslowe, George","Woodroffe, Richard",Queen Anne's Men,Queen Anne's Men,,A.2 (Paul's Churchyard - Great North Door)
650.0,,A Fair Quarrel,,1617,1617,1616.0,1616 [c.1615-1617],1617,Single-Play Playbook,None,352a(i),17911,,1,1,"There are two issues of this edition. In Greg 352a(ii), the cancel title page advertises ""new Additions,"" and three leaves are inserted after leaf H3. The first issue, Greg 352a(i), does not contain this advertisement or these additional leaves. See also Greg ",Q1,2 quartos,36,Woodcut on title page of two gentlemen dueling,Yes,,,,,,,,,,"Sep 2, 1621: Transferred from John Trundle to Thomas Dewe: ""these 2 play bookes followinge ... A faire quarrell.""<br />Dec 3, 1627: Transferred from Anne Helme (widow of John Helme) to William Washington: ""A faire quarrell.""<br />May 21, 1628: Transferred from William Washington to Miles Flesher: ""A faire quarrell.""",Quarto,<i>Thomas Middleton and Early Modern Textual Culture</i> dates the first production to Late 1616; <i>Annals</i> dates it to 1617 [c.1615-1617].,A Faire Quarrell.,Written { By <i>Thomas Midleton</i> | and <i>William  Rowley</i>. } Gentl.,As it was Acted before the King <i>and diuers  times publikely by the</i> Prince his Highnes Seruants.,,Printed at London  for <i>I. T.</i> and are to bee sold at Christ Church Gate. 1617.,,,"""The Epistle"" <i>to</i>: Robert Grey (<i>Groom of bedchamber to King Charles I</i>); <i>from</i>: William Rowley [A2r]",,,,,,,,,A fair Quarrel as it was acted before the King and divers times publicly by the Prince his highness' servants written by Thomas Middleton and William Rowley Gentl. Printed at London for J.T. and are to be sold at Christ Church Gate 1617,Adult Professional,"Middleton, Thomas; Rowley, William",Tragicomedy,"Wright, Edward","Eld, George","Trundle, John",Prince Charles's Men (first),Prince Charles's Men (first),,C.1 (Newgate Within - Christ Church)
652.0,,A Fair Quarrel,,1622,1622,1616.0,1616 [c.1615-1617],1617,Single-Play Playbook,None,352b,17912,,2,2,,Q2,2 quartos,40,Woodcut on title page of two gentlemen dueling,Yes,,,,,,,,Yes,,"Sep 2, 1621: Transferred from John Trundle to Thomas Dewe: ""these 2 play bookes followinge ... A faire quarrell.""<br />Dec 3, 1627: Transferred from Anne Helme (widow of John Helme) to William Washington: ""A faire quarrell.""<br />May 21, 1628: Transferred from William Washington to Miles Flesher: ""A faire quarrell.""",Quarto,<i>Thomas Middleton and Early Modern Textual Culture</i> dates the first production to Late 1616; <i>Annals</i> dates it to 1617 [c.1615-1617].,"A Faire Quarrell. With new Additions of M. <i>Chaughs</i> and <i>Trimtrams</i> Roaring, and the Bauds Song.","{ Written by <i>Thomas Midleton</i>, | and <i>William  Rowley</i>. } Gent.","As it was Acted before the King, by the Prince <i>his  Highnesse Seruants</i>.",,"Printed at London  by <i>A. M.</i> for <i>Thomas Dewe</i> and are to be sold at his shop in S. <i>Dunstones</i> Church-yard, in Fleetstreet. 1622.",,,"""The Epistle"" <i>to</i>: Robert Grey (<i>Groom of bedchamber to King Charles I</i>); <i>from</i>: William Rowley [A2r]",,,,,,,,,A fair Quarrel with new additions of Mr. Chough's and Trimtram's roaring and the Bawd's song as it was acted before the king by the prince his highness' servants Written by Thomas Middleton and William Rowley Gent printed at London by A.M. for Thomas Dewe and are to be sold at his shop in St. Dunstan's Churchyard in Fleet street 1622,Adult Professional,"Middleton, Thomas; Rowley, William",Tragicomedy,,"Mathewes, Augustine","Dewe, Thomas",Prince Charles's Men (first),Prince Charles's Men (first),,W.9 (Fleet St. - St. Dunstan's Church / Clifford's Inn)
654.0,,"Technogamia, or The Marriages of the Arts",,1630,1630,1618.0,1618 [Feb 13],1618,Single-Play Playbook,None,353b,13618,,2,2,,Q2,2 quartos,56,,,,,,Yes,,,,,,"Apr 20, 1618: Entered to John Parker: ""A Comedie Called the Marriages of the art<i>es</i> written by Barth: Holyday M<sup>r</sup> of Art.""<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Saluo Iure cuiuscunq<i>ue</i>. ... The Mariages of the Arts. a Comedy.""",Quarto,,ΤΕΧΝΟΓΑΜΙΑ: OR THE MARRIAGES OF THE ARTS. <i>A  Comedie</i>,"Written by B<small>ARTEN</small> H<small>OLIDAY</small>, Master of Arts, and Student of <i>Christ-Church</i> in <i>Oxford</i>,","and acted by the Students of the same House  before the Vniuersitie, at <i>Shroue-tide</i>.",,"LONDON, Printed by <i>Iohn Haviland</i> for <i>Richard Meighen</i>, and are to be sold at his shop next  the middle Temple  gate, and in Saint Dunstans Church-yard in <i>Fleetstreet</i>. 1630.",,,,,,,,,"""The Actors"" [A2r]",,,Technogamia or the marriages of the arts a comedy written by Barten Holiday master of arts and student of Christ Church in Oxford and acted by the students of the same house before the university at Shrovetide London printed by John Haviland for Richard Meighen and are to be sold at his shop next the middle Temple gate and in Saint Dunstan's Churchyard in Fleet street 1630,University,"Holiday, Barten",Moral,,"Haviland, John","Meighen, Richard",,,,W.9 (Fleet St. - St. Dunstan's Church / Clifford's Inn)|W.13 (Fleet St. - Middle Temple)
657.0,,Amends for Ladies,,1618,1618,1611.0,1611 [c.1610-1611],1618,Single-Play Playbook,Indoor,356a(i),10851,,1,1,"The title page exists in two states: Greg 356a(ii) includes ""WITH THE HVMOVR OF <i>RORING</i>"" in the play title; Greg 356a(i) does not. See also Greg ",Q1,2 quartos,32,,,,,,,,,,,,,Quarto,,Amends for Ladies. A C<small>OMEDIE</small>.,By <i>Nat. Field</i>.,"As it was acted at the <i>Blacke-Fryers</i>,  both by the P<small>RINCES</small> Seruants, and  the Lady E<small>LIZABETHS</small>.",,"<i>LONDON:</i> Printed by <i>G. Eld</i>, for <i>Math. Walbancke</i>, and are to be sold at his  Shop, at the new Gate of <i>Grayes-Inne</i>, or at the old. 1618.",,,,,,,,,,,,Amends for Ladies a comedy as it was acted at the blackfriars both by the prince's servants and the lady Elizabeth's by Nat. Field London printed by G. Eld for Matth. Walbancke and are to be sold at his shop at the new Gate of Gray's inn or at the old 1618,Adult Professional,"Field, Nathan",Comedy,,"Eld, George","Walbancke, Matthew",Lady Elizabeth's Men; Prince Charles's Men (first),Children of the Queen's Revels,,V.10 (Holborn - Gray's Inn)
659.0,,Amends for Ladies,,1639,1639,1611.0,1611 [c.1610-1611],1618,Single-Play Playbook,Indoor,356b,10853,,2,2,,Q2,2 quartos,32,,,,,,,,,,,,,Quarto,,"AMENDS FOR LADIES. With the merry prankes of Moll Cut-Purse: Or, the humour of roaring: A Comedy full of honest mirth and wit.",By <i>Nath. Field</i>.,"As it was Acted at the <i>Blacke-Fryers</i>,  both by the P<small>RINCES</small> Servants, and  the Lady E<small>LIZABETHS</small>.",,"<i>LONDON</i>, Printed by <i>Io. Okes</i>, for <i>Math. Walbancke</i>, and are to be sold at  his Shop, at <i>Grayes-Inne</i> Gate 1639.",,,,,,,,,,,,Amends for ladies with the merry pranks of Moll cutpurse or the humor of roaring a comedy full of honest mirth and wit as it was acted at the blackfriars both by the prince's servants and the lady Elizabeth's by Nath. Field London printed by Jo. Okes for Matth. Walbancke and are to be sold at his shop at gray's inn gate 1639,Adult Professional,"Field, Nathan",Comedy,,"Okes, John","Walbancke, Matthew",Lady Elizabeth's Men; Prince Charles's Men (first),Children of the Queen's Revels,,V.10 (Holborn - Gray's Inn)
661.0,,The Maid's Tragedy,Maids Maid,1619,1619,1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357a(†),1676,,1,1,"There are two issues of this edition, varying in the imprint: Greg 357a(*) lists Higgenbotham as publisher; Greg 357a(†) lists Constable as publisher. See also Greg ",Q1,6 quartos,42,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,,,Yes,,,,,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,The Maides Tragedy.,,AS IT HATH BEENE diuers times Acted at the <i>Blacke-friers</i> by the K<small>INGS</small> Maiesties Seruants.,,LONDON Printed for <i>Francis Constable</I> and are to be sold at the white Lyon  ouer against the great North doore of <i>Pauls Church</i>. 1619.,,,,,,,,,"""Speakers"" [A2v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants London printed for Francis Constable and are to be sold at the white lion over against the great north door of Paul's church 1619,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,"Okes, Nicholas","Constable, Francis",King's Men,King's Men,,A.2 (Paul's Churchyard - Great North Door)
662.0,,The Maid's Tragedy,Maids Maid,1622,1622,1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357b,1678,,2,2,,Q2,6 quartos,42,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,,,Yes,,,,Yes,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,The Maids Tragedie.,,AS IT HATH BEENE diuers times Acted at the <i>Black-Friers</i> by the Kings Maiesties Seruants.,,"Newly perused, augmented, and inlarged, This second  Impression. LONDON,  Printed for <i>Francis Constable</i> and are to be sold at the White L<small>ION</small> in <i>Pauls</i> Church-yard. 1622.",,,,,,,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants newly perused augmented and enlarged this second impression London printed for Francis Constable and are to be sold at the white lion in Paul's Churchyard 1622,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,"Purslowe, George","Constable, Francis",King's Men,King's Men,,A.2 (Paul's Churchyard - Great North Door)
663.0,,The Maid's Tragedy,Maids Maid,1630,1630,1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357c,1679,,3,3,,Q3,6 quartos,42,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,Yes,,Yes,,,,Yes,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,The Maids Tragedie,"Written by <i>Francis Beaumont</i>, and <i>Iohn  Fletcher</i> Gentlemen.",AS IT HATH BEENE diuers times Acted at the <i>Black-Friers</i> by the Kings Maiesties Seruants.,,"<i>The third Impression, Reuised and Refined</i>. LONDON, Printed  by <i>A. M.</i> for <i>Richard Hawkins</i>, and are to bee sold at his Shop in  Chancery-Lane neere <i>Serjeants-Inne</i>. 1630.",,,,,"""The Stationers Censure"" (verses) [A1v]",,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants written by Francis Beaumont and John Fletcher Gentlemen the third impression revised and refined London printed by A.M. for Richard Hawkins and are to be sold at his shop in Chancery lane near Sergeants' inn 1630,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,"Mathewes, Augustine","Hawkins, Richard",King's Men,King's Men,,W.10c (Fleet St. - Chancery Lane near Serjeants' Inn)
664.0,,The Maid's Tragedy,Maids Maid,1638,1638,1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357d,1680,,4,4,,Q4,6 quartos,42,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,Yes,,Yes,,,,Yes,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,The Maides Tragedie:,"Written by <i>Francis Beaumont</i>, and <i>Iohn  Fletcher</i> Gentlemen.",AS IT HATH BEENE divers times Acted at the <i>Black-Friers</i> by the Kings Maiesties Servants.,,"<i>The fourth Impression, Revised and Refined</i>. Printed by E. G. for <i>Henry Shepherd</i>, and are to be sold at the signe of the Bible in <i>Chancery lane</i>. 1638.",,,,,"""The Stationers Censure"" (verses) [A1v]",,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants written by Francis Beaumont and John Fletcher Gentlemen the fourth impression revised and refined printed by E.G. for Henry Shepherd and are to be sold at the sign of the Bible in Chancery lane 1638,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,"Griffin, Edward (2)","Shepherd, Henry",King's Men,King's Men,,W.10b (Fleet St. - Chancery Lane End)
665.0,,The Maid's Tragedy,Maids Maid,1641,1641,1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357e,b1594,,5,5,,Q5,6 quartos,42,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,Yes,,Yes,,,,Yes,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,The Maids Tragedie.,"Written by F<small>RANCIS</small> B<small>EAUMONT</small>, and J<small>OHN</small> F<small>LETCHER</small> Gentlemen.","AS IT HATH BEENE Divers times Acted at the <i>Black-Friers</i>, by the K<small>INGS</small> Majesties Servants.",,"<i>The fifth Impression, Revised and Refined</i>. London Printed by <i>E. P.</i> for <i>William Leake</i>, and are to be sold at his shop in <i>Chancery-lane</i>, neere the Rowles. 1641.",,,,,"""The Stationers Censure"" (verses) [A1v]",,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants written by Francis Beaumont and John Fletcher Gentlemen the fifth impression revised and refined London printed by E.P. for William Leake and are to be sold at his shop in Chancery lane near the rolls 1641,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,"Purslowe, Elizabeth","Leake, William (2)",King's Men,King's Men,,W.10e (Fleet St. - Chancery Lane near Rolls)
666.0,,The Maid's Tragedy,Maids Maid,1660,1650 [1660?],1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357f(i),b1595,,6,6,"Leaf I4 exists in two states: in Greg 357f(i), I4v is blank; in Greg 357f(ii), I4v contains an advertisement for ""Books Printed or sold by William Leake,"" which may have been printed in early 1660. See also Greg ",Q6,6 quartos,36,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,Yes,,Yes,,,,Yes,,"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,"THE Maids Tragedy,","Written by F<small>RANCIS</small> B<small>EAUMONT</small> and J<small>OHN</small> F<small>LETCHER</small>, Gentlemen.","As it hath been divers times Acted at the <i>Black-Friers</i>, by the K<small>INGS</small> Majesties Servants:",,"<i>The sixth Impression, Revised and and Corrected exactly by the Original</i>. London Printed  for <i>William Leake</i>, at the Crown in <i>Fleet-street</i>, between the two Temple Gates.  1650.",,,,,"""The Stationers Censure"" (verses) [A1v]",,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants written by Francis Beaumont and John Fletcher Gentlemen the sixth impression revised and corrected exactly by the original London printed for William Leake at the crown in fleet street between the two temple gates 1650,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,[unknown],"Leake, William (2)",King's Men,King's Men,,W.12 (Fleet St. - between the Temples)
667.0,,The Maid's Tragedy,Maids Maid,1660,1650 [1660?],1610.0,1610 [c.1610-1611],1619,Single-Play Playbook,Indoor,357f(ii),b1595,,6,6,"Leaf I4 exists in two states: in Greg 357f(i), I4v is blank; in Greg 357f(ii), I4v contains an advertisement for ""Books Printed or sold by William Leake,"" which may have been printed in early 1660. See also Greg ",Q6,6 quartos,36,"Woodcut on title page of ""Amintor"" stabbing the cross-dressed ""Aspatia""",,,Yes,,Yes,,,,Yes,"Advertisement for ""Books Printed or sold by William Leake"" [I4v]","Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy"".",Quarto,,"THE Maids Tragedy,","Written by F<small>RANCIS</small> B<small>EAUMONT</small> and J<small>OHN</small> F<small>LETCHER</small>, Gentlemen.","As it hath been divers times Acted at the <i>Black-Friers</i>, by the K<small>INGS</small> Majesties Servants:",,"<i>The sixth Impression, Revised and and Corrected exactly by the Original</i>. London Printed  for <i>William Leake</i>, at the Crown in <i>Fleet-street</i>, between the two Temple Gates.  1650.",,,,,"""The Stationers Censure"" (verses) [A1v]",,,,"""Speakers"" [A1v]",,,The maid's tragedy as it hath been divers times acted at the blackfriars by the king's majesty's servants written by Francis Beaumont and John Fletcher Gentlemen the sixth impression revised and corrected exactly by the original London printed for William Leake at the crown in fleet street between the two temple gates 1650,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragedy,,[unknown],"Leake, William (2)",King's Men,King's Men,,W.12 (Fleet St. - between the Temples)
671.0,,A King and No King,,1625,1625,1611.0,1611,1619,Single-Play Playbook,Indoor,360b,1671,,2,2,,Q2,5 quartos,48,,,,,,,,,,,,"Aug 7, 1618: Entered to Edward Blount: ""A play Called A King and noe Kinge"".<br />Mar 1, 1628: Transferred from Thomas Walkley to Richard Hawkins: ""A kinge and no kinge.""<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""A king and noe king. a play.""<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""A king and noe king a Play.""",Quarto,,A KING and NO KING.,Written by F<small>RANCIS</small> B<small>EAMOVNT</small> and I<small>OHN</small> F<small>LECHER</small>.,"Acted at the <i>Blacke-Fryars</i>, by his M<small>AIESTIES</small> Seruants.",,"<i>And now the second time Printed, according to the true Copie</i>. ... <i>LONDON</i>,  Printed for <i>Thomas Walkley</i>, and are to be sold at his shop at the Eagle  and Childe in <i>Brittans-Burse</i>. 1625.",,,,,,,,,,,,A king and no king acted at the blackfriars by his majesty's servants and now the second time printed according to the true copy written by Francis Beaumont and John Fletcher London printed for Thomas Walkley and are to be sold at his shop at the eagle and child in Britain's Burse 1625,Adult Professional,"Beaumont, Francis; Fletcher, John",Tragicomedy,,"Snodham, Thomas","Walkley, Thomas",King's Men,King's Men,,X.10 (Westminster - Britain's Burse)
