Text,Label
"    "",""               Rich."",""               So now my Lord of Buckingham, let vs hoyſt vp ſaile while the winde ſerues, this hot beginning muſt haue a quicke diſpatch, therefore I charge and command ſtraightly, that euerie high way be laid cloſe, that none may be ſuffered to carrie this newes before we our ſelues come, for if word come before vs, then is our pretence bewraid, and all we haue done to no effect. If any aske the cauſe why they may not paſſe, vſe my authoritie, and if he reſiſt ſho",Non
"ote him through. Now my Lord of Buckingham, let vs take poſt horſe to Stony Stratford, where happily ile ſay ſuch grace to the Princes dinner, that I will make the deuouteſt of them forget what meat they eate and yet all for the beſt I hope."",""            "",""            Exit."",""            Enter the yoong Prince, Lord Gray, ſir Thomas Vaughon, ſir Richard Hapc and their traine."",""            "",""               Hapc."",""               Lord Gray, you do diſcomfort the King by reaſon of your heauineſ",Non
"ſe."",""            "",""            "",""               Gray."",""               Alaſſe ſir Richard, how can I be merry when we haue ſo great a charge of his grace: and again this makes me to greeue the more, becauſe wee cannot heare from Earle Riuers, which makes me think the Protector and he haue bene at ſome words."",""            "",""            "",""               King."",""               Why good vnkle comfort your ſelfe, no doubt my vnkle Earle Riuers is well, & is comming no doubt with my vnkle of Glo",Non
"ſter to meete vs, elſe we ſhould haue heard to the contrarie. If any haue cauſe to feare, it is my ſelfe, therfore good vnkle comfort your ſelfe and be not ſad."",""            "",""            "",""               Gray."",""               The ſweete ioyce of ſuch a grape would comfort a man were he halfe dead, and the ſweete words of ſuch a Prince would make men carleſſe of miſhaps, how dangerous ſoeuer."",""            "",""            "",""               Hap."",""               Lord Gray, we heare now by all ",Non
"likelihoods the Protector not to be farre, therefore wee are to entertaine him and the Duke of Buckingham with curteſie, both for the Princes behalfe and for our owne."",""            "",""            "",""               Gray."",""               Sir Richard Hapc, I ſhall hardly ſhew the Protector or the Duke of Buckingham any mery countenance, conſidering how hardly I haue bene vſed by them both, but yet for loue to my prince I wil bridle my affectiō, but in good time they come."",""            "",""      ",Non
"      "",""               Enters Richard, Duke of Buckingham, and their traine."",""            "",""               Rich."",""               Long liue my Princely Nephew in all happineſſe."",""            "",""            "",""               King."",""               Thankes vnckle of Gloſter for your curteſie, yet you haue made haſt, for we lookt not for you as yet."",""            "",""            "",""               Rich."",""               Therein I ſhew my humble dutie to your grace, whoſe life I wiſh to redouble y",Non
"our deceaſed fathers dayes."",""            "",""            "",""               King."",""               Thankes good vnckle."",""            "",""            "",""               Buc."",""               Long liue my gratious Prince."",""            "",""            "",""               King."",""               Thankes Buckingham, but vnckle you will beare vs company towards London?"",""            "",""            "",""               Rich."",""               For that cauſe we came."",""            "",""            "",""             ",Non
"  Buc."",""               Gentlemen on afore keep your roomes, how now Lord Gray, doo you iuſtle in the preſence of the King? This is more then needs."",""            "",""            "",""               Gray."",""               My Lord, I ſcarce touched you, I hope it be no offence."",""            "",""            "",""               Rich."",""               Sir no great offence, but inward enuy will burſt out, No Lord Gray, you cannot hide your malice to vs of the Kings blood."",""            "",""            "","" ",Non
"              King."",""               Why good vnckle let me know the cauſe of your ſuddaine quarrell?"",""            "",""            "",""               Rich."",""               Marry thus noble Nephew, the old wound of enuy, being rubbed by Lord Grayes venomous raſhneſſe, is growne to ſuch a venomous ſore that it is incurable, without remooue of dead fleſh."",""            "",""            "",""               Buc."",""               Lord Gray, I do ſo much diſlike thy abuſe, that were it not in preſence of t",Non
"he Prince, I would bid thee combate: but thus and it ſhal like your grace, I areſt, & atache this Lord Gray, Sir Thomas Vaughon, and Richard Hapce, of high treaſon to your grace. And that Lord Gray hath conueyed money out of the Tower to relieue our enemies the Scots, and now by currying fauour with your Maieſtie, he thinkes it to be hid."",""            "",""            "",""               Rich."",""               Only this I adde, you gouerne the Prince without my authoritie, allowing me no more then ",Non
"the bare name of Protector, which I wil haue in the diſpight of you, and therfore as your competitor Earle Riuers is alreadie impriſoned, ſo ſhall you be, till time affoord the law to take place."",""            "",""            "",""               "",""               Gray."",""               But whereas we are atacht as traytors to his grace, and gouerne him without your authoritie, why we haue authoritie from the mother Queene. And for the deliuery of the mony to the Scots, it was done by a generall con",Non
"ſent of you all, and that I haue your hands to ſhew for my diſcharge, therfore your areſt & atachment is not lawfull: & yet as lawful as your quarell is right."",""            "",""            "",""               Rich."",""               Thy preſumption condemnes thee Lord Gray, thy areſt is lawfull. Therefore ſee them ſpeedily and ſecretly impriſoned, and after the coronation they ſhall anſwer it by law, meane while, Officers looke to your charge."",""            "",""            "",""               King."",""",Non
"               A Gods, and is it iuſtice without my conſent? Am I a King and beare no authoritie? My louing kindred committed to priſon as traytors in my preſence, and I ſtand to giue aime at them. A Edward, would thou laiſt by thy fathers ſide, or elſe he had liued till thou hadſt bin better able to rule. If my neere kindred be committed to priſon, what remains for me, a crowne? A but how? ſo beſet with ſorrows, that the care & grief wil kil me ere I ſhal enioy my kingdome. Well ſince I cannot ",Non
"command, I wil intreat Good vnkle of Gloſter, for all I can ſay little, but for my vnkle Lord Gray, what need he be a theef or conuey money out of the Tower, when he hath ſufficient of his own? But good vnkle let me baile them all: If not, I will baile my vnckle Lord Gray if I may."",""            "",""            "",""               Rich."",""               Your grace vndertakes you know not what, the matters are perillous, eſpecially againſt the Lord Gray."",""            "",""            "",""             ",Non
"  King."",""               What perilous matters, conſidering he is a friend to vs?"",""            "",""            "",""               Rich."",""               He may be a friend to win fauour, & ſo climbe to promotion in reſpect of his equals. His equals, nay his betters."",""            "",""            "",""               King."",""               I know my vnckle will conceale no treaſon, or dangerous ſeereſie from vs."",""            "",""            "",""               Ric."",""               Yes ſecrets that are ",Non
"too ſubtil for babes, Alaſſe my Lord you are a child, and they vſe you as a child: but they conſult and conclude of ſuch matters, as were we not carefull, would proue preiudiciall to your Maieſties perſon. Therefore let not your grace feare any thing by our determination, for as my authoritie is onely vnder your grace, ſo ſhall my loyaltie deſerue hereafter"","""",""the iuſt recompence of a true ſubiect, therefore I hauing charge frō my brother your father, & our late deceaſed king, during the mino",Non
"ritie of your grace, I wil vſe my authoritie as I ſee good."",""            "",""            "",""               King."",""               Ay me vnhappie king."",""            "",""            "",""               Gray."",""               Nay let not your grace be diſmaid for our impriſonmēt, but I would we could warrant your grace from harme, & ſo we humbly take our leaues of your grace, hoping that ere long we ſhall anſwer by law to the ſhame & diſgrace of you all."",""            "",""            Exit."",""        ",Non
"    "",""               Rich."",""               Go, you ſhall anſwere it by law."",""            "",""            "",""               Kin."",""               But come vnkle ſhal we to Lon. to our vntimely cronatiō?"",""            "",""            "",""               Rich."",""               What elſe and pleaſe your maieſtie, where by the way I will appoint truſtie Officers about you."",""            "",""            "",""               Buc."",""               Sound Trumpet in this parley, God ſaue the King."",""         ",Non
"   "",""            "",""               Rich."",""               Richard."",""            "",""            Enter the mother Queene, and her yoong ſonne the Duke of Yorke, and Elizabeth."",""            "",""            "",""               Yorke."",""               May it pleaſe your grace to ſhew to your children the cauſe of your heauines, that we knowing it, may be copartners of your ſorrowes."",""            "",""            "",""               Q."",""               Ay me poore husbandles queene, & you poore fatherleſ",Non
"ſe princes."",""            "",""            "",""               Eliz."",""               Good mother expect the liuing, and forget the dead. What tho our father be dead, yet behold his children, the image of himſelfe."",""            "",""            "",""               Queene."",""               Ay poore Princes, my mourning is for you and for your brother, who is gone vp to an vntimely crownation."",""            "",""            "",""               Eliz."",""               Why mother he is a Prince, and in handes o",Non
"f our two vnckles, Earle Riuers, & Lord Gray, who wil no doubt be carefull of his eſtate."",""            "",""            "",""               Queen."",""               I know they will, but kings haue mortall enemies, as well as friends that eſteeme and regard them. A ſweet children, when I am at reſt my nightly dreames are dreadful. Me thinks as I lie in my bed, I ſee the league broken which was ſworne at the death of your kingly father, tis this my children and many other cauſes of like importance, t",Non
"hat makes your aged mother to lament as ſhe doth."",""            "",""            "",""               Yorke."",""               May it pleaſe your grace."",""            "",""            "",""               "",""               Queene."",""               A my ſon, no more grace, for I am ſo ſore diſgraced, that without Gods grace, I fall into diſpaire with my ſelfe, but who is this?"",""            "",""            Enter a Meſſenger."",""            "",""               York."",""               What art thou that with thy g",Non
"aſtly lookes preaſeth into ſanctuary, to affright our mother Queene."",""            "",""            "",""               Meſſen"",""               A ſweet Princes, doth my countenance bewray me? My newes is doubtfull and heauie."",""            "",""            "",""               Eliz."",""               Then vtter it to vs, that our mother may not heare it."",""            "",""            "",""               Queene."",""               A yes my friend, ſpeake what ere it be."",""            "",""            "",""         ",Non
"      Meſſ."",""               Then thus may it pleaſe your grace, The yong prince comming vp to his coronation, attended on by his two vnckles, Earle Riuers, and Lord Gray, and the reſt of your kindred, was by the Duke of Buckingham and the Protector, met at ſtonie Stratford, where on a ſuddaine grew malice betweene the Duke of Buckingham and the Lord Gray, but in the end, the Duke of Buckinghams malice grew ſo great, that he areſted and attached all thoſe of your kindred of high treaſon, whereup",Non
"on the Protector being too raſh in iudgement, hath committed them all to Pomphret Caſtle."",""            "",""            "",""               Queene."",""               Where I feare he will butcher them all, but where is the Prince my ſonne?"",""            "",""            "",""               Meſſen."",""               He remaines at London in the Biſhops palace, in the hands of the Protector."",""            "",""            "",""               Queene."",""               A traitors, will they laie hands on their Pr",Non
"ince, and impriſon his Peeres, which no doubt meanes well towards him: But tell me, art not thou ſeruant to the Arch-Biſhop of Yorke?"",""               "",""            "",""            "",""               Meſſen."",""               Yes and it pleaſe your grace, for himſelfe is here at hand with Letters from the Councell, and here he comes."",""            "",""            Enter Cardinall."",""            "",""            "",""               Queene."",""               But here my friend, griefe had almoſt made me fo",Non
"rget thy reward."",""               A come my Lord, thou bringeſt the heauie newes, come ſhoote thine arrow, and hit this heart that is almoſt dead with griefe alreadie."",""            "",""            "",""               Car."",""               What ere my newes be, haue patience, the Duke of Gloſter"","""",""greets your grace."",""            "",""            "",""               Queene."",""               Draw home my Lord, for now you hit the marke."",""            "",""            "",""               Car."",""          ",Non
"     The Prince your ſonne doth greete your grace."",""            "",""            "",""               Queene."",""               A happie gale that blew that arrow by, A let me ſee the Letter that he ſent, perhaps it may prolong my life a while."",""            "",""            "",""               Yorke."",""               How doth my brother, is he in health my Lord?"",""            "",""            "",""               Card."",""               In health ſweete Prince, but longes to haue thy companie."",""            """,Non
",""            "",""               Yorke."",""               I am content, if my mother will let me go."",""            "",""            "",""               Card."",""               Content or not, ſweete Prince it muſt be ſo."",""            "",""            "",""               Queene."",""               Hold, and haue they perſuaded thee my ſonne to haue thy brother too away from me, nay firſt I will know what ſhall become of thee, before I ſend my other ſonne to them."",""            "",""            "",""             ",Non
"  Card."",""               Looke on this Letter and aduiſe your ſelfe, for thus the Councell hath determined."",""            "",""            "",""               Queene."",""               And haue they choſen thee among the reſt; for to perſuade me to this enterpriſe? No my Lord, and thus perſuade your ſelfe, I will not ſend him to be butchered."",""            "",""            "",""               Card."",""               Your grace miſdoubts the worſt, they ſend for him only to haue him bedfellow to the King, ",Non
"and there to ſtaie & keep him company. And if your ſonne miſcary, then let his blood be laid vnto my charge: I know their drifts and what they do pretend, for they ſhall both this night ſleepe in the Tower, and to morrow they ſhall come forth to his happie cronation. Vpon my honour this is the full effect, for ſee the ambuſht nobles are at hand to take the Prince away from you by force, if you will not by faire meanes let him go."",""            "",""            "",""               Queene."",""         ",Non
"      Why my Lord wil you breake Sanctuary, and bring in rebels to affright vs thus? No, you ſhall rather take away my life before you get my boy away from me."",""            "",""            "",""               Card."",""               Why Madame haue you taken Sanctuary?"",""            "",""            "",""               Queene."",""               I my Lord, and high time too I trow."",""            "",""            "",""               Card."",""               A heauie caſe when Princes flie for aide, where cutthr",Non
"oates, rebels, and bankerouts ſhould be. But Madame what anſwere do you returne, if I could perſuade you, twere beſt to let him go."",""            "",""            "",""               "",""               Queene."",""               But for I ſee you counſell for the beſt, I am content that you ſhall haue my ſon, in hope that you will ſend him ſafe to me, here I deliuer him into your hands."",""               Farewell my boy, commend me to thy brother."",""            "",""            "",""               Yorke."",""",Non
"               Mother farewell, and farewell ſiſter too, I will but ſee my brother and returne to you."",""            "",""            "",""               Queene."",""               Teares ſtops my ſpeech. Come let vs in my Lord."",""            "",""            Exit."",""            "",""               Car."",""               I will attend vpon your grace. Hold take the Prince, the Queen & I haue done, Ile take my leaue, and after you ile come."",""            "",""            Exit Car."",""            "",""           ",Non
"    Yorke."",""               How now my friend, ſhall I go to my brother?"",""            "",""            "",""               Cateſ."",""               What elſe ſweete Prince, and for that cauſe wee are come, to beare you company."",""            "",""            Exit omnes."",""            Enter foure watch-men. Enter Richards Page."",""            "",""               Pag."",""               Why thus by keeping company, am I become like vnto thoſe with whom I keepe company. As my Lorde hopes to weare the Crown, ſ",Non
"o I hope by that means to haue preferment, but in ſteed of the Crowne, the blood of the headles light vpon his head: he hath made but a wrong match, for blood is a threatner and will haue reuenge. He makes hauocke of all to bring his purpoſe to paſſe: all thoſe of the Queens kinred that were committed to Pomphret Caſtle, hee hath cauſed them to be ſecretly put to death without iudgemēt: the like was neuer ſeen in England. He ſpares none whom he but miſtruſteth to be a hinderer to his proceeding",Non
"s, he is ſtraight chopt vp in priſon The valiant Earle of Oxford being but miſtruſted, is kept cloſe priſoner in Hames Caſtle. Againe, how well Doctor Shaw hath pleaſed my Lord, that preached at Paules Croſſe yeſterday, that proued the two Princes to be baſtards, whereupon in the after noone came downe my Lord Mayor and the Aldermen to Baynards Caſtle, and offered my Lord the whole eſtate vpon him, and offered to make him King, which he refuſed ſo faintly, that if it had bene offered once more, ",Non
"I know he would haue taken it, the Duke of Buckingham is gone about it, and is now in the Guild Hall making his Oration. But here comes my Lord."",""            "",""            "",""            Enter Richard and Catesby."",""            "",""            "",""               Ric."",""               Catesby content thee, I haue warned the Lord Haſtings to this Court, and ſince he is ſo hard to be wonne, tis better to cut him off then ſuffer him, he hath bene all this while partaker to our ſecrets, and if he ſho",Non
"uld but by ſome miſlike vtter it, then were we all caſt away."",""            "",""            "",""               Cateſ."",""               Nay my Lord do as you will, yet I haue ſpoken what I can in my friends cauſe."",""            "",""            "",""               Rich."",""               Goto no more ado Catesby, they ſay I haue bin a long ſleeper to day, but ile be awake anon to ſome of their coſts. But ſirrha are thoſe men in readineſſe that I appointed you to get?"",""            "",""            "",""    ",Non
"           Pag."",""               I my Lord, & giue diligent attendance vpon your grace."",""            "",""            "",""               Rich."",""               Goto, looke to it then Catesby, get thee thy weapons readie, for I will enter the Court."",""            "",""            "",""               Cat."",""               I will my Lord."",""            "",""            Exit."",""            "",""               Pag."",""               Doth my Lord ſay he hath bene a long ſleeper to day? There are thoſe of the Cou",Non
"rt that are of another opinion, that thinks his grace lieth neuer lōg inough a bed. Now there is court held to day by diuerſe of the Councell, which I feare me wil coſt the Lord Haſtings and the Lord Standley their beſt cappes: for my Lord hath willed mee to get halfe a dozen ruffians in readineſſe, and when he knocks with his fiſt vpon the boord, they to ruſh in, and to crie, treaſon, treaſon, and to laie hands vpon the Lord Haſtings, and the Lord Stannley, which for feare I ſhould let ſlip, I",Non
" will giue my diligent attendance."",""            "",""            Enter Richard, Catesby, and others, pulling Lord Haſtings."",""            "",""            "",""               Rich."",""               Come bring him away, let this ſuffice, thou and that accurſed ſorcereſſe the mother Queene hath bewitched me, with aſſiſtance of that famous ſtrumpet of my brothers, Shores wife: my withered arme is a ſufficient teſtimony, deny it if thou canſt: laie not Shores wife with thee laſt night?"",""            "","" ",Non
"           "",""               Hast."",""               That ſhe was in my houſe my Lord I cannot deny, but not for any ſuch matter. If."",""            "",""            "",""               Rich."",""               If villain, feedeſt thou me with Ifs & ands, go fetch me a Prieſt, make a ſhort ſhrift, and diſpatch him quickly For by the bleſſed Saint Paule I ſweare, I will not dine till I ſee the"","""",""traitors head, away ſir Thomas, ſuffer him not to ſpeak, ſee him executed ſtraight, & let his copartner the",Non
" Lord Standly be carried to priſon alſo, tis not his broke head I haue giuen him, ſhall exſcues him."",""               "",""                  Exit with Hastings."",""               "",""               Cateſbie goe you and ſee it preſently proclaimed throughout the Citie of London by a Herald of Armes, that the cauſe of his death and the reſt, were for conſpiring by Witchcraft the death▪ of me and the Duke of Buckingham, that ſo they might gouern the King and rule the realme, I thinke the proclamation b",Non
"e almoſt done."",""            "",""            "",""               Cate."",""               I my good Lord, and finiſhed too."",""            "",""            "",""               Rich."",""               Well then about it. But heareſt thou Catesbie, meane while I will liſten after ſucceſſe of the Duke of Buckingham, who is labouring all this while with the Citizens of London to make me King, which I hope ſhall be ſhortly, for thou ſeeſt our foes now are fewer, and we neerer the marke then before, and when I h",Non
"aue it, looke thou for the place of thy friend the Lord Haſtings, meane while about thy buſineſſe."",""            "",""            "",""               Cat."",""               I thanke your grace."",""            "",""            Exit Catesbie."",""            "",""               Rich."",""               Now ſirrha to thee, there is one thing more vndone, which grieues me more then all the reſt: and to ſay the truth, it is of more importance then all the reſt."",""            "",""            "",""               Pag."",",Non
"""               Ah that my Lord would vtter it to his Page, then ſhould I count my ſelfe a happie man, if I could eaſe my Lord of that great doubt."",""            "",""            "",""               Rich."",""               I commend thy willingneſſe, but it is too mightie and reacheth the ſtarres."",""            "",""            "",""               Pag."",""               The more waightie it is, the ſooner ſhall I by doing it, increaſe your honours good liking toward me."",""            "",""            "",""   ",Non
"            Rich."",""               Be aſſured of that, but the matter is of waight & "",""                     •"",""                  reat importance, and doth concerne the ſtate."",""            "",""            "",""               Pag."",""               Why my Lord, I will choake them with gifts that ſha"",""                     •…"",""                   performe it, therefore good my Lord, truſt me in this cauſe."",""            "",""            "",""               Rich."",""               Indeed thy truſt I know ",Non
"to be ſo true, that I care not to"","""",""vtter it vnto thee. Come hither, & yet the matter is too waightie for ſo meane a man."",""            "",""            "",""               Page."",""               Yet good my Lord, vtter it."",""            "",""            "",""               Rich."",""               Why thus it is, I would haue my two Nephewes the yoong Prince and his brother ſecretly murthered, Sownes villaine tis out, wilt thou do it? or wilt thou betray me?"",""            "",""            "",""           ",Non
"    Page."",""               My Lord you ſhall ſee my forwardneſſe herein, I am acquainted with one Iames Terrell, that lodgeth-hard by your honors chamber, with him my Lord will I ſo worke, that ſoone at night you ſhall ſpeake with him."",""            "",""            "",""               Rich."",""               Of what reputation or calling is that Terrell, may we truſt him with that which once knowne, were the vtter confuſion of me and my friends for euer?"",""            "",""            "",""             ",Non
"  Page."",""               For his truſt my Lord, I dare be bounde, onely this, a poore gentleman he is, hoping for preferment by your grace, and vpon my credit my Lord, he will ſee it done."",""            "",""            "",""               Rich."",""               Well in this be verie circumſpect and ſure with thy diligence, be liberall, and looke for a day to make thee bleſſe thy ſelf, wherin thou ſeruedſt ſo good a Lord. And now that Shores wifes goods be confiſcate, goe from me to the Biſhop of Lo",Non
"ndon, and ſee that ſhe receiue her open penance, let her be turnd out of priſon, but ſo bare as a wretch that worthely hath deſerued that plague: and let there be ſtraight proclaimation made by my Lord the Mayor, that none ſhall releeue her nor pittie her, and priuie ſpies ſet in euerie corner of the Citie, that they may take notice of them that releeues her: for as her beginning was moſt famous aboue all, ſo will I haue her end moſt infamous aboue all. Haue care now my boy, and winne thy maiſte",Non
"rs heart for euer."",""            "",""            Enter Shores wife."",""            "",""               Shores."",""               Ah vnfortunate Shores wife, diſhonour to the King, a ſhame to thy countrey, and the onely blot of defame to all thy kindred: Ay why was I made faire that a King ſhould fauour me? But my friends ſhould haue preferd diſcipline before affection: for they know of my folly, yea my owne husband knew of my breach of diſloyaltie, and yet ſuffered me, by reaſon hee"","""",""knew it boot",Non
"leſſe to kicke againſt the pricke. A ſweet King Edward, little didſt thou thinke Shores wife ſhould haue bene ſo hardly vſed, thy vnnaturall brother not concent with my goods which are yet confiſcate in his cuſtodie, but yet more to adde to my preſent miſerie, hath proclaimed vpon great penaltie, that none whatſoeuer, ſhall either aide or ſuccour me, but here being comfortleſſe to die in the ſtreets with hunger. I am conſtrained to beg, but I feare tis in vaine, for none will pittie me. Yet here",Non
" come one to whom I haue done good, in reſtoring his lands that were loſt, now will I trie him to ſee if he will giue mee anything."",""            "",""            Enters Lodowicke."",""            "",""            "",""               Lo."",""               A time how thou ſuffreſt fortune to alter eſtates, & changeſt the mindes of the good for the worſt. How many headleſſe Peeres ſleepe in their graues, whoſe places are furniſh with thei"",""                     •"",""                   inferiours? Such as ar",Non
"e neither nobly borne, nor vertuouſly minded. My heart hardly bewailes the loſſe of the yoong King, by the outrage of the Protector, who hath proclamed himſelfe King, by the name of Richard the third. The Commons murmure at it greatly, that the yoong King and his brother ſhould be impriſoned, but to what end tis hard to ſay, but many think they ſhall neuer come forth againe. But God do all for the beſt and that the right heires may not be vtterly ouerthrowne."",""            "",""            "",""    ",Non
"           Shore."",""               A gods what a griefe is it for me to aske, where I haue giuen."",""            "",""            "",""               Lod."",""               A my good Lord Haſtings, how innocently thou diedſt the heauens beare witneſſe."",""            "",""            "",""               Shores wife."",""               Good ſir take pittie vppon mee, and releeue mee."",""            "",""            "",""               Lod."",""               Indeed tis pittie to ſee ſo faire a face to aske for almes",Non
"; But tell me, haſt thou no friends?"",""            "",""            "",""               Shore."",""               Yes ſir I had many frends, but when my chiefeſt friend of all died, the reſt then forſooke me."",""            "",""            "",""               Lod."",""               Belike then thy fact was notorious, that thy f"",""                     •"",""                  iends leauing thee would let thee go as a ſpoyle for villaines. But hearſt"","""",""thou, I prethie tell me the truth, and as I am a gentlem",Non
"an, I will pittie thee?"",""            "",""            "",""               Shore."",""               A Lodowick, tell thee the truth, why halfe this intreatie ſerued thee, when thy lands had bene cleane gone had it not bene for Shores wife, and doeſt thou make me ſo long to begge for a litle."",""            "",""            "",""               Lod."",""               Indeed my lands I had reſtored me by miſtreſſe Shore, but may this be ſhe?"",""            "",""            "",""               Shore."",""            ",Non
"   I Lodowicke, I am ſhe that begged thy lands of King Edward the fourth, therefore I pray thee beſtow ſomething on me."",""            "",""            "",""               Lod."",""               A gods what is this world, and how vncertaine are riches? Is this ſhe that was in ſuch credit with the King? Nay more, that could command a King indeed? I cannot deny but my lands ſhe reſtored me, but ſhall I by releeuing of her hurt my ſelfe, no: for ſtraight proclamation is made that none ſhall ſuccour her, ",Non
"therefore for feare I ſhould be ſeene talke with her, I will ſhun her company and get me to my chamber, and there ſet downe in heroicall verſe, the ſhameful end of a Kings Concubin, which is no doubt as wonderfull as the deſolation of a kingdome."",""            "",""            Exit."",""            "",""               Shores."",""               A Lodowick if thou wilt giue me nothing, yet ſtaie and talke with me. A no he ſhuns my company, all my friends now forſake mee: In proſperitie I had many, but in",Non
" aduerſitie none. A gods haue I this for my good I haue done, for when I was in my cheefeſt pomp, I thought that day wel ſpent wherein I might pleaſure my friend by ſutes to the King, for if I had ſpoken, he would not haue ſaid nay. For tho he was King, yet Shores wife ſwayd the ſwoord. I where neede was, there was I bountifull, and mindfull I was ſtill vppon the poore to releeue them▪ and now none will know me nor ſuccour me: therefore here ſhall I die for want of ſuſtenance. Yet here comes ano",Non
"ther whom I haue done good vnto in ſauing the life of his ſonne, wel I will trie him, to ſee if he will giue me any thing."",""            "",""            "",""               Enter a Citizen and another."",""            "",""               Cit."",""               No men no lawes, no Princes no orders, alls huſht neighbour now hees king, but before he was king how was the tems thwackt with ruffians? what fraies had we in the ſtreets? Now he hath proclaimed peace betweene Scotland and England for ſixe yeares",Non
", to what end I know not, vſurpers had neede to be wiſe."",""            "",""            "",""               Shores."",""               A good ſir releeue me, and beſtow ſomething vpon me."",""            "",""            "",""               Cit."",""               A neighbour, hedges haue eyes, and high-wayes haue eares, but who iſt a beggar-woman? the ſtreets are full of them, Ifaith. But heeres thou, haſt thou no friendes that thou goeſt a begging ſo?"",""            "",""            "",""               Shore."",""",Non
"               Yes ſir I had friends, but they are all dead as you are."",""            "",""            "",""               Citi."",""               Why am I dead neighbour? why thou arrant queane what meanſt thou by that?"",""            "",""            "",""               Shore."",""               I meane they are dead in charitie. But I pray ſir, had not you the life of your ſonne ſaued in the time of king Edward▪ the fourth, by one Shores wife?"",""            "",""            "",""               Citi."",""      ",Non
"         Yes mary had I, but art thou a ſprig of the ſame bough? I promiſe you neighbor I thoght ſo, that ſo idle a huſwife could not be without the acquaintance of ſo noble a ſtrumpet: well for her ſake ile giue thee ſomewhat."",""            "",""            "",""               Shore."",""               Nay then know, that I am ſhee that ſaued the life of thy condemned ſonne."",""            "",""            "",""               Citi."",""               Who art thou Shores wife? Lye ſtill purſe, neighbour I wo",Non
"uld not for twentie pounds haue giuen her one farthing, the proclamation is ſo hard by king Richard. Why minion are you ſhe that was the diſhonour to the King? the ſhame to her huſband, the diſcredit to the Citie? Heare you, laie your fingers to worke, and get thereby ſomewhat to maintaine you. O neighbour I grow verie choloricke, and thou didſt ſaue the life of my▪ ſonne, vvhy if thou hadſt not, another vvould: and for my part, I vvould he had bene hangd ſeuen yeeres ago, it had ſaued me a grea",Non
"t deale of mony then. But come let vs go in, & let the quean alone."",""            "",""            Exeunt."",""            "",""               "",""               Shore."",""               Alaſſe thus am I become an open ſhame to the world, here ſhall I die in the ſtreets for want of ſuſtenance, alaſſe is my fact ſo heinous that none will pitie me? Yet heere comes another to whom I haue done good, who is leaſt able to pleaſure me, yet I will trie him, to ſee if he will giue me any thing."",""            "",""",Non
"            Enter Morton a Seruing man."",""            "",""               Mort."",""               Now ſir, who but king Richard beares ſway, and hath proclaimed Iohn Earle of Linclone, heire aparant to the Crown, the yoong Princes they are in the Tower, nay ſome ſaies more, they are murthered. But this makes me to muſe, the Duke of Bucking ham and the King is at ſuch variance, that did all in all to helpe him to the Crowne, but the Duke of Buckingham is rid downe to Breaknock. Caſtle in Wales, and ",Non
"there he meanes to raiſe vp a power to pull down the vſurper: but let them agree as they will, for the next faire winde ile ouer ſeas."",""            "",""            "",""               Shore."",""               A Shores wife, ſo neere driuen, to beg of a ſeruingman, I, neceſſitie hath no law, I muſt needs. Good ſir releeue me, and giue me ſomething."",""            "",""            "",""               Seru."",""               Why what art thou?"",""            "",""            "",""               Shore."",""        ",Non
"       In briefe Morton, I am Shores wife, that haue done good to all."",""            "",""            "",""               Seru."",""               A foole, and euer thy owne enemy. In troth miſtreſſe Shore, my ſtore is but ſmall, yet as it is, weele part ſtakes, but ſoft I cannot do what I would, I am watcht."",""               Enters Page."",""            "",""            "",""               Shore."",""               Good Morton releeue me."",""            "",""            "",""               Seru."",""               ",Non
"What ſhould I releeue my Kings enemy?"",""            "",""            "",""               Shore."",""               Why thou promiſt thou wouldſt."",""            "",""            "",""               Seru."",""               I tell thee I wil not, & ſo be anſwered. Sownes I would with all my heart, but for yonder villaine, a plague on him."",""            "",""            Exit."",""            "",""               Page."",""               An honeſt fellow I warrant him. How now Shores wife, will none releeue thee?"",""    ",Non
"        "",""            "",""               Shore."",""               No none will releeue her, that hath bene good to all."",""            "",""            "",""               Page."",""               Why twere pitie to do thee good, but me thinkes ſhe is fulſome and ſtinkes."",""            "",""            "",""               "",""               Shore."",""               If I be fulſome ſhun my company, for none but thy Lord ſought my miſerie, and he hath vndone me."",""            "",""            "",""               Pa",Non
"g."",""               Why hath he vndone thee? nay thy wicked and naughtie life hath vndone thee, but if thou wanteſt maintenance, why doeſt thou not fall to thy old trade againe?"",""            "",""            "",""               Shore."",""               Nay villaine, I haue done open penance, and am ſorie for my ſinnes that are paſt."",""            "",""            "",""               Page."",""               Sownes is Shores wife become an holie whoore, nay then we ſhall neuer haue done."",""            "","" ",Non
"           "",""               Shore."",""               Why hang thee, if thy faults were ſo written in thy forehead as mine is, it would be as wrong with thee. But I prethie leaue me, and get thee from me."",""            "",""            "",""               Page."",""               And cannot you keepe the Citie but you muſt runne gadding to the Court, and you ſtaie here a litle longer, ile make you be ſet away, and for my part, would all whoores were ſo ſerued, then there would be fewer in England then ",Non
