Text,Label
"           Yet Banished? hang vp philosophie,"",""               Vnlesse philosophie can make a Iuliet,"",""               "",""               Displant a Towne, reuerse a Princes doome,"",""               It h"",""                     •"",""                  lpes not, it preu"",""                     •"",""                  iles not, talke no more."",""            "",""            "",""               Fr:"",""               O, now I see that madmen haue no eares."",""            "",""            "",""               Rom:"",""   ",Bad
"            How should they, when that wise men haue no"",""eyes."",""            "",""            "",""               Fr:"",""               Let me dispute with thee of thy estate."",""            "",""            "",""               Rom:"",""               Thou canst not speak of what thou dost not feele."",""               "",""                  Wert thou as young as I, Iuliet thy Loue,"",""               An houre but married, Tybalt murdred."",""               Doting like me, and like me banished,"",""               Th",Bad
"en mightst thou speake, then mightst thou teare thy"",""hayre."",""               And fall vpon the ground as I doe now,"",""               Taking the measure of an vnmade graue."",""            "",""            Nurse knockes."",""            "",""               Fr:"",""               "",""                  Romeo arise, stand vp thou wilt be taken,"",""               I heare one knocke, arise and get thee gone."",""            "",""            "",""               Nu:"",""               Hoe Fryer."",""            "",""         ",Bad
"   "",""               Fr:"",""               Gods will what wilfulnes is this?"",""            "",""            Shee knockes againe."",""            "",""               Nur:"",""               Hoe Fryer open the doore,"",""            "",""            "",""               Fr:"",""               By and by I come. Who is there?"",""            "",""            "",""               Nur:"",""               One from Lady Iuliet."",""               "",""            "",""            "",""               Fr:"",""               Then come neare.""",Bad
",""            "",""            "",""               Nur:"",""               Oh holy Fryer, tell mee oh holy Fryer,"",""               Where is my Ladies Lord? Wher's Romeo?"",""               "",""            "",""            "",""               Fr:"",""               There on the ground, with his owne teares made"",""drunke."",""            "",""            "",""               Nur:"",""               Oh he is euen in my Mistresse case."",""               Iust in her case. Oh wofull simpathy,"",""               Pitteous predica",Bad
"ment, euen so lyes shee,"",""               Weeping and blubbring, blubbring and weeping:"",""               Stand vp, stand vp, stand and you be a man."",""               For Iuliets sake, for her sake rise and stand,"",""               Why should you fall into so deep an O."",""               "",""            "",""            He rises."",""            "",""               Romeo:"",""               Nurse."",""            "",""            "",""               Nur:"",""               Ah sir, ah sir. Wel death's the end of all",Bad
"."",""            "",""            "",""               "",""               Rom:"",""               Spakest thou of Iuliet, how is it with her?"",""               Doth she not thinke me an olde murderer,"",""               Now I haue stainde the childhood of her ioy,"",""               With bloud remou'd but little from her owne?"",""               Where is she? and how doth she? And what sayes"",""               My conceal'd Lady to our canceld loue?"",""            "",""            "",""               Nur:"",""           ",Bad
"    Oh she saith nothing, "",""                     •"",""                  ut weepes and pules,"",""               And now fals on her bed, now on the ground,"",""               And Tybal"",""                        •"",""                     "",""                   cryes, and then on Romeo calles."",""            "",""            "",""               Rom:"",""               As if that name shot from the deadly leuel of a gun"",""               Did murder her, as that names cursed hand"",""               Murderd her kins",Bad
"man. Ah tell me holy Fryer"",""               In what vile part of this Anatomy"",""               Doth my name lye? Tell me that I may sacke"",""               The hate"",""                     •"",""                  ull mansion?"",""            "",""            He offers to stab himselfe, and Nurse snatches"",""the dagger away."",""            "",""               Nur:"",""               Ah?"",""            "",""            "",""               Fr:"",""               Hold, stay thy hand: art thou a man? thy forme"",""        ",Bad
"       Cryes out thou art, but thy wilde actes denote"",""               The vnresonable furyes of a beast."",""               Vnseemely woman in a seeming man,"",""               Or ill beseeming beast in seeming both."",""               Thou hast amaz'd me. By my holy order,"",""               I thought thy disposition better temperd,"",""               Hast thou slaine Tybalt? wilt thou slay thy selfe?"",""               And slay thy Lady too, that liues in thee?"",""               Rouse vp thy spirits, thy ",Bad
"Lady Iuliet liues,"",""               For whose sweet sake thou wert but lately dead:"",""               There art thou happy. Tybalt would kill thee,"",""               But thou sluest Tybalt, there art thou happy too."",""               A packe of blessings lights vpon thy backe,"",""               Happines Courts thee in his best array:"",""               But like a misbehaude and sullen wench"",""               Thou fro w"",""                     •"",""                  st vpon thy Fate that smilles on thee.""",Bad
",""               "",""                  Take heede, take heede, for such dye miserable."",""               Goe get thee to thy loue as was decreed:"",""               Ascend her Chamber Window, hence and comfort her,"",""               But looke thou stay not till the watch be set:"",""               For then thou canst not passe to Mantua."",""               "",""               Nurse prouide all things in a readines,"",""               Comfort thy Mistresse, haste the house to bed,"",""               Which heauy",Bad
" sorrow makes them apt vnto."",""            "",""            "",""               Nur:"",""               Good Lord what a thing learning is▪"",""               "",""               I could haue stayde heere all this night"",""               To heare good counsell. Well Sir,"",""               Ile tell my Lady that you will come."",""            "",""            "",""               Rom:"",""               Doe so and bidde my sweet prepare to childe,"",""               Farwell good Nurse."",""            "",""            Nurse",Bad
" offers to goe in and turnes againe."",""            "",""               Nur:"",""               Heere is a Ring Sir, that she bad me giue you,"",""            "",""            "",""               Rom:"",""               How well my comfort is reuiud by this."",""            "",""            Exit Nurse."",""            "",""               Fr:"",""               Soiorne in Mantua, Ile finde out your man,"",""               And he shall signifie from time to time:"",""               Euery good hap that doth befall thee heere",Bad
"."",""               Farwell."",""            "",""            "",""               Rom:"",""               But that a ioy, past ioy cryes ou"",""                     •"",""                   on me,"",""               It were a griefe so breefe to part with thee."",""            "",""            Enter olde Cap"",""                  •"",""               let and his Wife, with"",""County Paris."",""            "",""               Cap:"",""               Thinges haue fallen out Sir so vnluckily,"",""               That we haue had n",Bad
"o time to moue my daughter."",""               "",""                  Looke yee Sir, she lou'd her kinsman dearely,"",""               And so did I. Well, we were borne to dye,"",""               Wife wher's your daughter, is she in her chamber?"",""               I thinke she meanes not to come downe to night."",""            "",""            "",""               Par:"",""               These times of woe affoord no time to wooe,"",""               Maddam fa"",""                     •"",""                  well, commen",Bad
"d me to your daughter."",""            "",""            Paris offers to goe in, and Capol"",""                  •"",""               t"",""calles him againe."",""            "",""               Cap:"",""               Sir Pa"",""                        •"",""                     is? Ile make a desperate tender of my child."",""               I thinke she will be rulde in all respectes by mee:"",""               But sof"",""                     •"",""                   what day is this?"",""            "",""            "",""     ",Bad
"          Par:"",""               Munday my Lord."",""            "",""            "",""               Cap:"",""               Oh then Wensday is too soone,"",""               On Thursday let i"",""                     •"",""                   be: you shall be maried."",""               Wee'le make no great a doe, a frend or two, or so:"",""               For looke ye Sir, Tybalt being slaine so lately,"",""               It will be thought we held him care leslye:"",""               If we should reuell much, therefore",Bad
" we will haue"",""               Some halfe a dozen frends and make no more adoe."",""               But what say you to Thursday."",""            "",""            "",""               Par:"",""               My Lorde I wishe that Thursday were to morrow."",""            "",""            "",""               Cap:"",""               Wife goe you to your daughter, ere you goe to"",""bed."",""               Acquaint her with the County Paris loue,"",""               Fare well my Lord till Thursday next."",""               Wife ",Bad
"gette you to your daughter. Light to my Chamber."",""               Afore me it is so very very late,"",""               That we may call it earely by and by."",""            "",""            Exeunt."",""            "",""               Enter Romeo and Iuliet at the window."",""            "",""               Iul:"",""               Wilt thou be gone? It is not yet nere day▪"",""               "",""               It was the Nightingale and not the Larke"",""               That pierst the fearfull hollow of thine eare:"",",Bad
"""               Nightly she sings on yon Pomegranate tree,"",""               Beleeue me loue, it was the Nightingale."",""            "",""            "",""               Rom:"",""               It was the Larke, the Herald of the Morne,"",""               And not the Nightingale. See Loue what enuious strakes"",""               Doo lace the seuering clowdes in yonder East."",""               Nights candles are burnt out, and iocond Day"",""               Stands tiptoes on the mystie mountaine tops."",""          ",Bad
"     I must be gone and liue, or stay and dye."",""            "",""            "",""               Iul:"",""               Yon light is not day light, I know it I:"",""               It is some Meteor that the Sunne exhales,"",""               To be this night to thee a Torch-bearer,"",""               And light thee on thy way to Mantua."",""               "",""               Then stay a while, thou shalt not goe soone."",""            "",""            "",""               Rom:"",""               Let me stay here, let m",Bad
"e be tane, and dye:"",""               If thou wilt haue it so, I am content."",""               Ile say yon gray is not the Mornings Eye,"",""               It is the pale reflex of Cynthias brow."",""               Ile say it is the Nightingale that beates"",""               The vaultie heauen so high aboue our heads,"",""               And not the Larke the Messenger of Morne."",""               Come death and welcome, Iuliet wils it so."",""               What sayes my Loue? lets talke, tis not yet day."","" ",Bad
"           "",""            "",""               Iul:"",""               It is, it is, be gone, flye hence away."",""               It is the Larke that sings so out of tune,"",""               Straining harsh Discords and vnpleasing Sharpes."",""               Some say, the Larke makes sweete Diuision:"",""               "",""                  This doth not so: for this diuideth vs."",""               Some say the Larke and loathed Toad change eyes,"",""               I would that now they had changd voyces too:"",""",Bad
"               Since arme from arme her voyce doth vs affray,"",""               Hunting thee hence with Huntsvp to the day."",""               So now be gone, more light and light it growes."",""            "",""            "",""               Rom:"",""               More light and light, more darke and darke our"",""woes."",""               Farewell my Loue, one kisse and Ile descend."",""            "",""            He goeth downe."",""            "",""               Iul:"",""               Art thou gone so, my Lord, ",Bad
"my Loue, my Frend?"",""               I must heare from thee euerie day in the hower:"",""               For in an hower there are manie minutes,"",""               Minutes are dayes, so will I number them:"",""               Oh, by this count I shall be much in yeares,"",""               Ere I see thee againe."",""            "",""            "",""               Rom:"",""               Farewell, I will omit no opportunitie"",""               That may conueigh my greetings loue to thee."",""            "",""           ",Bad
" "",""               Iul:"",""               Oh, thinkst thou we shall euer meete againe."",""            "",""            "",""               Rom:"",""               No doubt, no doubt, and all this woe shall serue"",""               For sweete discourses in the time to come."",""            "",""            "",""               Iul:"",""               Oh God, I haue an ill diuining soule."",""               Me thinkes I see thee now thou art below"",""               Like one dead in the bottome of a Tombe:"",""           ",Bad
"    Either mine ey-sight failes, or thou lookst pale."",""            "",""            "",""               Rom:"",""               And trust me Loue, in my eye so doo you,"",""               Drie sorrow drinkes out blood: adieu, adieu."",""               Exit."",""            "",""            Enter Nurse haslely."",""            "",""               Nur:"",""               Madame beware, take heed the day is broke,"",""               Your Mother's comming to your Chamber, make all sure."",""            "",""            She ",Bad
"goeth downe from the window."",""            "",""               Enter Iuliets Mother, Nurse."",""            "",""               Moth:"",""               Where are you Daughter?"",""            "",""            "",""               Nur:"",""               What Ladie, Lambe, what Iuliet?"",""               "",""            "",""            "",""               Iul:"",""               How now, who calls?"",""            "",""            "",""               Nur:"",""               It is your Mother."",""            "",""            "",""   ",Bad
"            Moth:"",""               Why how now Iuliet?"",""               "",""            "",""            "",""               Iul:"",""               Madam, I am not well."",""            "",""            "",""               Moth:"",""               What euermore weeping for your Cosens death:"",""               I thinke thoult wash him from his graue with teares."",""            "",""            "",""               Iul:"",""               I cannot chuse, hauing so great a losse."",""            "",""            "",""         ",Bad
"      Moth:"",""               I cannot blame thee."",""               But it greeues thee more that Villaine liues."",""            "",""            "",""               Iul:"",""               What Villaine Madame?"",""            "",""            "",""               Moth:"",""               That Villaine Romeo."",""               "",""            "",""            "",""               Iul:"",""               Villaine and he are manie miles a sunder."",""            "",""            "",""               Moth:"",""               Conten",Bad
"t thee Girle, if I could finde a man"",""               I soone would send to Maniua where he is,"",""               That should bestow on him so sure a draught,"",""               As he should soone beare Tybalt companie."",""            "",""            "",""               Iul:"",""               Finde you the meanes, and Ile finde such a man:"",""               For whilest he liues, my heart shall nere be light"",""               Till I behold him, dead is my poore heart."",""               Thus for a Kinsman ve",Bad
"xt?"",""            "",""            "",""               Moth:"",""               Well let that passe. I come to bring thee ioyfull newes?"",""            "",""            "",""               Iul:"",""               And ioy comes well in such a needfull time."",""            "",""            "",""               Moth:"",""               Well then, thou hast a carefull Father Cirle,"",""               And one who pittying thy needfull state,"",""               Hath found thee out a happie day of ioy."",""            "",""       ",Bad
"     "",""               Iul:"",""               What day is that I pray you?"",""            "",""            "",""               Moth:"",""               Marry my Childe,"",""               "",""                  The gallant, yong and youthfull Gentleman,"",""               The Countie Paris at Saint Peters Church,"",""               Early next Thursday morning must prouide,"",""               To make you there a glad and ioyfull Bride."",""            "",""            "",""               Iul:"",""               Now by Sai",Bad
"nt Peters Church and Peter too,"",""               He shall not there make mee a ioyfull Bride."",""               Are these the newes you had to tell me of?"",""               Marrie here are newes indeed. Madame I will not marrie"",""yet."",""               And when I doo, it shalbe rather Romeo whom I hate,"",""               Than Countie Paris that I cannot loue."",""            "",""            Enter olde Capolet."",""            "",""               Moth:"",""               Here comes your Father, you may tell h",Bad
"im so."",""            "",""            "",""               Capo:"",""               Why how now, euermore showring?"",""               In one little bodie thou resemblest a sea, a barke, a storme:"",""               For this thy bodie which I tearme a barke,"",""               Still floating in thy euerfalling teares,"",""               And tost with sighes arising from thy hart:"",""               Will without succour shipwracke presently."",""               But heare you Wife, what haue you sounded her, what sai",Bad
"es"",""she to it?"",""            "",""            "",""               Moth:"",""               I haue, but she will none she thankes ye:"",""               VVould God that she were married to her graue."",""            "",""            "",""               Capo:"",""               What will she not, doth she not thanke vs, doth"",""she not wexe proud?"",""            "",""            "",""               Iul:"",""               Not proud ye haue, but thankfull that ye haue:"",""               Proud can I neuer be of that I hate",Bad
","",""               But thankfull euen for hate that is ment loue."",""            "",""            "",""               Capo:"",""               Proud and I thanke you, and I thanke you not,"",""               And yet not proud. VVhats here, chop logicke."",""               Proud me no prouds, nor thanke me no thankes,"",""               But fettle your fine ioynts on Thursday next"",""               To goe with Paris to Saint Peters Church,"",""               Or I will drag you on a hurdle thether."",""            ",Bad
"   "",""                  Out you greene sicknes baggage, out you tallow face."",""            "",""            "",""               Iu:"",""               Good father heare me speake?"",""            "",""            She kneeles downe."",""            "",""               Cap:"",""               I tell thee what, eyther resolue on thursday next"",""               To goe with Paris to Saint Peters Church:"",""               Or henceforth neuer looke me in the face."",""               Speake not, reply not, for my singers y",Bad
"tch."",""               Why wife, we thought that we were scarcely blest"",""               That God had sent vs but this onely chyld:"",""               But now I see this one is one too much,"",""               And that we haue a crosse in hauing her."",""            "",""            "",""               Nur:"",""               Mary God in heauen blesse her my Lord,"",""               You are too blame to rate her so."",""            "",""            "",""               Cap."",""               And why my Lady wisedome? ",Bad
"hold your tung,"",""               Good prudence smatter with your gossips, goe."",""            "",""            "",""               Nur:"",""               Why my Lord I speake no treason."",""            "",""            "",""               Cap:"",""               Oh godde godden."",""               Vtter your grauity ouer a gossips boule,"",""               For heere we need it not."",""            "",""            "",""               Mo:"",""               My Lord ye are too hotte."",""            "",""            "",""      ",Bad
"         Cap:"",""               Gods blessed mother wife it mads me;"",""               Day, night, early, late, at home, abroad,"",""               Alone, in company, waking or sleeping,"",""               Still my care hath beene to see her matcht."",""               And hauing now found out a Gentleman,"",""               Of Princely parentage, youthfull, and nobly trainde."",""               Stuft as they say with honorable parts."",""               Proportioned as ones heart coulde wish a man:"",""         ",Bad
"      And then to haue a wretched whyning foole,"",""               A puling mammet in her fortunes tender,"",""               To say I cannot loue, I am too young, I pray you pardon"",""mee?"",""               But if you cannot wedde Ile pardon you."",""               Graze where you will, you shall not house with me."",""               Looke to it, thinke ont, I doe not vse to iest."",""               "",""                  I tell yee what, Thursday is neere,"",""               Lay hand on heart, aduise, bethin",Bad
"ke your selfe,"",""               If you be mine, Ile giue you to my frend:"",""               If not, hang, drowne, starue, beg,"",""               Dye i"",""                     •"",""                   the streetes: for by my Soule"",""               Ile neuer more acknowledge thee,"",""               Nor what I haue shall euer doe thee good,"",""               Thinke ont, looke toot, I doe not vse to iest."",""               Exit."",""            "",""            "",""               Iul:"",""               Is there n",Bad
"o pitty hanging in the cloudes,"",""               That lookes into the bottom of my woes?"",""               I doe beseech you Madame, cast me not away,"",""               Defer this mariage for a day or two,"",""               Or if you cannot, make my mariage bed"",""               In that dimme monument where Tybalt lyes."",""            "",""            "",""               Moth:"",""               Nay be assured I will not speake a word."",""               Do what thou wilt for I haue done with thee."",""       ",Bad
"        Exit."",""            "",""            "",""               Iul:"",""               Ah Nurse what comfort? what counsell canst thou"",""giue me."",""            "",""            "",""               Nur:"",""               Now trust me Madame, I know not what to say:"",""               Your Romeo he is banisht, and all the world to nothing"",""               He neuer dares returne to challendge you."",""               Now I thinke good you marry with this County,"",""               Oh he is a gallant Gentleman, Rom",Bad
"eo is but a dishclout"",""               In respect of him. I promise you"",""               I thinke you happy in this second match."",""               As for your husband he is dead:"",""               Or twere as good he were, for you haue no vse of him."",""            "",""            "",""               Iul:"",""               Speakst thou this from thy heart?"",""            "",""            "",""               Nur:"",""               I and from my soule, or els beshrew them Both."",""            "",""            "",",Bad
"""               Iul:"",""               Amen."",""            "",""            "",""               Nur:"",""               What say you Madame?"",""            "",""            "",""               Iul:"",""               Well, thou hast comforted me wondrous much,"",""               I pray thee goe thy waies vnto my mother"",""               Tell her I am gone hauing displeasde my Father."",""               To Fryer Laurance Cell to confesse me,"",""               And to be absolu'd▪"",""               "",""            "",""  ",Bad
"          "",""               "",""               Nur:"",""               I will, and this is wisely done."",""            "",""            She lookes after Nurse."",""            "",""               Iul:"",""               Auncient damnation, O most cursed fiend."",""               Is it more sinne to wish me thus forsworne,"",""               Or to dispraise him with the selfe same tongue"",""               That thou hast praisde him with aboue compare"",""               So many thousand times? Goe Counsellor,"",""    ",Bad
"           Thou and my bosom henceforth shalbe twaine."",""               Ile to the Fryer to know his remedy,"",""               If all faile els, I haue the power to dye."",""               Exit."",""            "",""            Enter Fryer and Paris."",""            "",""               Fr:"",""               On Thursday say ye: the time is very short,"",""            "",""            "",""               Par:"",""               My Father Capolet will haue it so,"",""               And I am nothing slacke to slow his ha",Bad
"st."",""            "",""            "",""               Fr:"",""               You say you doe not know the Ladies minde?"",""               Vneuen is the course, I like it not."",""            "",""            "",""               Par:"",""               Immoderately she weepes for Tybalts death,"",""               And therefore haue I little talkt of loue,"",""               For Venus smiles not in a house of teares,"",""               Now Sir, her father thinkes it daungerous:"",""               That she doth giue her",Bad
" sorrow so much sway."",""               And in his wisedome hasts our mariage,"",""               To stop the inundation of her teares▪"",""               "",""               Which too much minded by her selfe alone"",""               May be put from her by societie."",""               Now doe ye know the reason of this hast."",""            "",""            "",""               Fr:"",""               I would I knew not why it should be slowd."",""               "",""                  Enter Paris."",""               Heer",Bad
"e comes the Lady to my cell,"",""            "",""            "",""               Par:"",""               Welcome my loue, my Lady and my wife:"",""            "",""            "",""               In:"",""               That may be sir, when I may be a wife,"",""            "",""            "",""               Par:"",""               That may be, must be loue, on thursday next."",""            "",""            "",""               Iu:"",""               What must be shalbe."",""            "",""            "",""               Fr:"","" ",Bad
"              Thats a certaine text."",""            "",""            "",""               Par:"",""               What come ye to confession to this Fryer."",""            "",""            "",""               Iu:"",""               To tell you that were to confesse to you."",""            "",""            "",""               Par:"",""               Do not deny to him that you loue me."",""            "",""            "",""               Iul:"",""               I will confesse to you that I loue him,"",""            "",""          ",Bad
"  "",""               Par:"",""               So I am sure you will that you loue me."",""            "",""            "",""               Iu:"",""               And if I doe, it wilbe of more price,"",""               Being spoke behinde your backe, than to your face."",""            "",""            "",""               Par:"",""               Poore soule thy face is much abus'd with teares."",""            "",""            "",""               Iu:"",""               The teares haue got small victory by that,"",""             ",Bad
"  For it was bad enough before their spite."",""            "",""            "",""               Par:"",""               Thou wrongst it more than teares by that report."",""            "",""            "",""               Iu:"",""               That is no wrong sir, that is a truth:"",""               And what I spake I spake it to my face."",""            "",""            "",""               Par:"",""               Thy face is mine and thou hast slaundred it."",""            "",""            "",""               Iu:"",""       ",Bad
"        It may be so, for it is not mine owne."",""               Are you at leasure holy Father now:"",""               Or shall I come to you at euening Masse?"",""            "",""            "",""               Fr:"",""               My leasure serue"",""                     •"",""                   me pensiue daughter now."",""               My Lord we must entreate the time alone."",""            "",""            "",""               Par:"",""               God sheild I should disturbe deuotion,"",""               "",""",Bad
"                  Iuliet farwell, and keep this holy kisse."",""               Exit Paris▪"",""               "",""            "",""            "",""               Iu:"",""               Goe shut the doore and when thou hast done so,"",""               Come weepe with me that am past cure, past help,"",""            "",""            "",""               Fr:"",""               Ah Iuliet I already know thy griefe,"",""               I heare thou must and nothing may proroge it,"",""               "",""                  On Thu",Bad
"rsday next be married to the Countie."",""            "",""            "",""               Iul:"",""               Tell me not Frier that thou hearst of it,"",""               Vnlesse thou tell-me how we may preuent it."",""               Giue me some sudden counsell: els behold"",""               Twixt my extreames and me, this bloodie Knife"",""               Shall play the Vmpeere, arbitrating that"",""               Which the Commission of thy yeares and arte"",""               Could to no issue of true honour ",Bad
"bring."",""               Speake not, be briefe: sor I desire to die,"",""               If what thou speakst, speake not of remedie."",""            "",""            "",""               Fr:"",""               Stay Iuliet, I doo spie a kinde of hope,"",""               VVhich craues as desperate an execution,"",""               As that is desperate we would preuent."",""               If rather than to marrie Countie Paris"",""               "",""               Thou hast the strength or will to slay thy selfe,"",""    ",Bad
"           Tis not vnlike that thou wilt vndertake"",""               A thing like death to chyde away this shame,"",""               That coapst with death it selfe to flye from blame."",""               And if thou doost, Ile giue thee remedie."",""            "",""            "",""               Iul:"",""               Oh bid me leape (rather than marrie Paris)"",""               "",""               From off the battlements of yonder tower:"",""               Or chaine me to some steepie mountaines top,"",""      ",Bad
"         VVhere roaring Beares and sauage Lions are:"",""               Or shut me nightly in a Charnell-house,"",""               VVith reekie shankes, and yeolow chaples sculls:"",""               Or lay me in tombe with one new dead:"",""               Things that to heare them namde haue made me tremble;"",""               And I will doo it without fea"",""                     •"",""                  e or doubt,"",""               To keep my selfe a faithfull vnstaind VVife"",""               To my deere Lord",Bad
", my deerest Romeo."",""               "",""            "",""            "",""               Fr:"",""               Hold Iuliet, hie thee home, get thee to bed,"",""               Let not thy Nurse lye with thee in thy Chamber:"",""               And when thou art alone, take thou this Violl,"",""               And this distilled Liquor drinke thou off:"",""               VVhen presently through all thy veynes shall run"",""               A dull and heauie slumber, which shall seaze"",""               "",""            ",Bad
"      Each vitall spirit: for no Pulse shall keepe"",""               His naturall progresse, but surcease to beate:"",""               No signe of breath shall testifie thou li"",""                     •"",""                  st."",""               And in this borrowed likenes of shrunke death,"",""               Thou shalt remaine full two and fortie houres."",""               And when thou art laid in thy Kindreds Vault,"",""               He send in hast to Mantua to thy Lord,"",""               And he shall ",Bad
"come and take thee from thy graue."",""            "",""            "",""               Iul:"",""               Frier I goe, be sure thou send for my deare Romeo."",""               "",""            "",""            Exeunt."",""            Enter olde Capoler, his Wife, Nurse, and"",""Seruingman."",""            "",""               Capo:"",""               Where are you sirra?"",""            "",""            "",""               S"",""                     •"",""                  r:"",""               Heere forsooth."",""            """,Bad
",""            "",""               Capo:"",""               Goe, prouide me twentie cunning Cookes."",""            "",""            "",""               Ser:"",""               I warrant you Sir, let me alone for that, Ile knowe"",""them by li"",""                     •"",""                  king their fingers."",""            "",""            "",""               Capo:"",""               How canst thou know them so?"",""            "",""            "",""               Ser:"",""               Ah Sir, tis an ill Cooke cannot licke ",Bad
"his owne fingers."",""            "",""            "",""               Capo:"",""               Well get you gone."",""               Exit Seruingman,"",""               But wheres this Head-strong?"",""            "",""            "",""               Moth:"",""               Shees gone (my Lord) to Frier Laurence Cell"",""               To be confest."",""            "",""            "",""               Capo:"",""               Ah, he may hap to doo some good of her,"",""               A head"",""                     ••"",""     ",Bad
"             rong selfewild harlotrie it is."",""            "",""            "",""               Enter Iuliet."",""            "",""               Moth:"",""               See here she commeth from Confession,"",""            "",""            "",""               Capo:"",""               How now my Head-strong, where haue you bin"",""gadding?"",""            "",""            "",""               Iul:"",""               Where I haue learned to repent the sin"",""               Of froward wilfull opposition"",""               Gains",Bad
"t you and your behests, and am enioynd"",""               By holy Laurence to fall prostrate here,"",""               And craue remission of so "",""                     •"",""                  oule a fact."",""            "",""            She kneeles downe."",""            "",""               Moth:"",""               Why thats well said."",""            "",""            "",""               Capo:"",""               Now before God this holy reuerent Frier"",""               All our whole Citie is much bound vnto."",""        ",Bad
"       Goe tell the Countie presently of this,"",""               For I will haue this knot knit vp to morrow."",""            "",""            "",""               Iul:"",""               Nurse, will you go with me to my Closet,"",""               To sort such things as shall be requisite"",""               Against to morrow."",""            "",""            "",""               Moth:"",""               I pree thee doo, good Nurse goe in with h"",""                     ••"",""                  "",""               "",""       ",Bad
"        Helpe her to fort Tyres, Rebatoes, Chaines,"",""               And I will come vnto you presently,"",""            "",""            "",""               Nur:"",""               Come sweet hart, shall we goe▪"",""               "",""            "",""            "",""               Iul:"",""               I pree thee let vs."",""            "",""            Exeunt Nurse and Iuliet,"",""            "",""               Moth:"",""               Me thinks on Thursday would be time enough."",""            "",""            "",""   ",Bad
"            Capo:"",""               I say I will haue this dispatcht to morrow,"",""               Goe one and certefie the Count thereof."",""            "",""            "",""               Moth:"",""               I pray my Lord, let it be Thursday."",""            "",""            "",""               Capo:"",""               I say to morrow while shees in the mood."",""            "",""            "",""               Moth:"",""               We shall be short in our prouision."",""            "",""            "",""         ",Bad
"      "",""               Capo:"",""               Let me alone for that, goe get you in,"",""               Now before God my heart is passing light,"",""               To see her thus conformed to our will."",""            "",""            Exeunt."",""            Enter Nurse, Iuliet."",""            "",""               Nur:"",""               Come, come, what need you anie thing else?"",""            "",""            "",""               Iul:"",""               Nothing good Nurse, but leaue me to my selfe:"",""             ",Bad
"  "",""                  "",""                     •"",""                  or I doo meane to lye alone to night."",""            "",""            "",""               Nur:"",""               Well theres a cleane smocke vnder your pillow,"",""and so good night."",""               Exit."",""            "",""            Enter Mother."",""            "",""               Moth:"",""               What are you busie, doo you need my helpe?"",""            "",""            "",""               Iul:"",""               No Madame, I desire to ",Bad
"lye alone,"",""               For I haue manie things to thinke vpon."",""            "",""            "",""               Moth:"",""               Well then good night, be stirring Iuliet,"",""               "",""               The Countie will be earlie here to morrow."",""               Exit."",""            "",""            "",""               Iul:"",""               Farewell, God knowes when wee shall meete againe."",""               Ah, I doo take a fearfull thing in hand."",""               What if this Potion shoul",Bad
"d not worke at all,"",""               Must I of force be married to the Countie?"",""               This shall forbid it. Knife, lye thou there."",""               What if the Frier should giue me this drinke"",""               To poyson mee, for feare I should disclose"",""               Our former marriage? Ah, I wrong him much,"",""               He is a holy and religious Man:"",""               I will not entertaine so bad a thought,"",""               What if I should be sti"",""                     •"",""  ",Bad
"                led in the Toomb?"",""               "",""                  Awake an houre before the appointed time:"",""               Ah then I feare I shall be lunaticke,"",""               And playing with my dead forefathers bones,"",""               Dash out my franticke braines. Me thinkes I see"",""               My Cosin Tybalt weltring in his bloud,"",""               Seeking for Romeo: stay Tybalt▪"",""                   stay."",""               "",""                  Romeo I come, this doe I drinke to ",Bad
"thee."",""            "",""            She fals vpon her bed within the Curtaines."",""            Enter Nurse with hearbs, Mother."",""            "",""               Moth:"",""               Thats well said Nurse, set all in redines,"",""               The Countie will be heere immediatly."",""            "",""            Enter Oldeman▪"",""            "",""            "",""               Cap:"",""               Make hast, make hast, for it is almost day,"",""               The Curfe we bell hath rung, t'is foure a clock",Bad
"e,"",""               Looke to your bakt me"",""                     •"",""                  tes good Angelica."",""            "",""            "",""               Nur:"",""               Goe get you to bed you co"",""                     •"",""                  queane. I saith you"",""will be sicke anone."",""            "",""            "",""               Cap:"",""               I warrant thee Nurse I haue ere now wat"",""                     •"",""                  ht all"",""night, and haue taken no harme at all."",""       ",Bad
"     "",""            "",""               Moth:"",""               I you haue beene a mouse hunt in your time."",""            "",""            Enter Seruingman with Logs & Coales."",""            "",""               Cap:"",""               A Ielous hood, a Ielous hood: How now sirra?"",""               What haue you th"",""                     •"",""                  re?"",""            "",""            "",""               Ser:"",""               Forsooth Log"",""                     •"",""                  ."",""            "","" ",Bad
"           "",""               Cap:"",""               Goe, goe choose dryer▪ Will will tell thee where"",""thou shalt▪ fetch them."",""            "",""            "",""               Ser:"",""               Nay I warrant let me alone, I haue a heade I "",""                     •"",""                  o"",""                     •"",""                   to"","""",""choose a Log."",""               Exit."",""            "",""            "",""               Cap:"",""               Well goe thy way, thou shalt be logger head."",""     ",Bad
"          Come, come, make h"",""                     •"",""                  st call vp your daughter,"",""               The Countie will be heere with musicke straight."",""               Gods me hees come, Nurse call vp my daughter."",""            "",""            "",""               Nu"",""                     •"",""                  :"",""               Goe, get you gone. What lambe, what Lady"",""birde? fast I warrant. What Iuliet? well▪ let the County take"",""you in your bed▪ yee sleepe for a weeke now, but t",Bad
